,0
2023-09-25 16:49:07.475,"2023-09-25 16:49:07.475    2.096858
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.500,"2023-09-25 16:49:07.500    2.290696
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.525,"2023-09-25 16:49:07.525    2.244741
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.550,"2023-09-25 16:49:07.550    2.454334
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.575,"2023-09-25 16:49:07.575    2.657676
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.600,"2023-09-25 16:49:07.600    2.884447
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.625,"2023-09-25 16:49:07.625    2.868448
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.650,"2023-09-25 16:49:07.650    2.698987
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.675,"2023-09-25 16:49:07.675    2.63646
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.700,"2023-09-25 16:49:07.700    2.562305
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.725,"2023-09-25 16:49:07.725    2.605146
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.750,"2023-09-25 16:49:07.750    2.607567
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.775,"2023-09-25 16:49:07.775    2.654329
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.800,"2023-09-25 16:49:07.800    2.637837
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.825,"2023-09-25 16:49:07.825    2.530583
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.850,"2023-09-25 16:49:07.850    2.603344
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.875,"2023-09-25 16:49:07.875    2.719788
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.900,"2023-09-25 16:49:07.900    2.855795
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.925,"2023-09-25 16:49:07.925    2.878656
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.950,"2023-09-25 16:49:07.950    3.059905
Freq: 25L, dtype: float64"
2023-09-25 16:49:07.975,"2023-09-25 16:49:07.975    3.104261
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.000,"2023-09-25 16:49:08    3.075879
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.025,"2023-09-25 16:49:08.025    3.173973
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.050,"2023-09-25 16:49:08.050    3.279625
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.075,"2023-09-25 16:49:08.075    3.420529
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.100,"2023-09-25 16:49:08.100    3.417005
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.125,"2023-09-25 16:49:08.125    3.380363
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.150,"2023-09-25 16:49:08.150    3.220308
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.175,"2023-09-25 16:49:08.175    3.16721
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.200,"2023-09-25 16:49:08.200    3.038976
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.225,"2023-09-25 16:49:08.225    2.974097
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.250,"2023-09-25 16:49:08.250    2.972484
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.275,"2023-09-25 16:49:08.275    2.893495
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.300,"2023-09-25 16:49:08.300    2.794748
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.325,"2023-09-25 16:49:08.325    2.766232
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.350,"2023-09-25 16:49:08.350    2.834386
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.375,"2023-09-25 16:49:08.375    3.041034
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.400,"2023-09-25 16:49:08.400    3.346503
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.425,"2023-09-25 16:49:08.425    3.474927
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.450,"2023-09-25 16:49:08.450    3.684508
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.475,"2023-09-25 16:49:08.475    3.751897
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.500,"2023-09-25 16:49:08.500    3.754814
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.525,"2023-09-25 16:49:08.525    3.826742
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.550,"2023-09-25 16:49:08.550    3.962682
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.575,"2023-09-25 16:49:08.575    3.982726
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.600,"2023-09-25 16:49:08.600    3.840944
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.625,"2023-09-25 16:49:08.625    3.680701
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.650,"2023-09-25 16:49:08.650    3.464582
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.675,"2023-09-25 16:49:08.675    3.377591
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.700,"2023-09-25 16:49:08.700    3.247943
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.725,"2023-09-25 16:49:08.725    3.171582
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.750,"2023-09-25 16:49:08.750    3.130304
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.775,"2023-09-25 16:49:08.775    3.023853
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.800,"2023-09-25 16:49:08.800    2.891278
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.825,"2023-09-25 16:49:08.825    2.870316
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.850,"2023-09-25 16:49:08.850    3.024385
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.875,"2023-09-25 16:49:08.875    3.154346
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.900,"2023-09-25 16:49:08.900    3.329283
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.925,"2023-09-25 16:49:08.925    3.330304
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.950,"2023-09-25 16:49:08.950    3.304458
Freq: 25L, dtype: float64"
2023-09-25 16:49:08.975,"2023-09-25 16:49:08.975    3.360774
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.000,"2023-09-25 16:49:09    3.323323
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.025,"2023-09-25 16:49:09.025    3.381975
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.050,"2023-09-25 16:49:09.050    3.342124
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.075,"2023-09-25 16:49:09.075    3.266861
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.100,"2023-09-25 16:49:09.100    3.129464
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.125,"2023-09-25 16:49:09.125    3.017144
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.150,"2023-09-25 16:49:09.150    3.005316
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.175,"2023-09-25 16:49:09.175    2.969205
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.200,"2023-09-25 16:49:09.200    2.953499
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.225,"2023-09-25 16:49:09.225    2.867387
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.250,"2023-09-25 16:49:09.250    2.81645
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.275,"2023-09-25 16:49:09.275    2.816529
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.300,"2023-09-25 16:49:09.300    2.857987
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.325,"2023-09-25 16:49:09.325    2.924984
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.350,"2023-09-25 16:49:09.350    2.905607
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.375,"2023-09-25 16:49:09.375    2.992371
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.400,"2023-09-25 16:49:09.400    3.01791
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.425,"2023-09-25 16:49:09.425    3.053027
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.450,"2023-09-25 16:49:09.450    3.180878
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.475,"2023-09-25 16:49:09.475    3.259307
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.500,"2023-09-25 16:49:09.500    3.422158
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.525,"2023-09-25 16:49:09.525    3.369072
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.550,"2023-09-25 16:49:09.550    3.339782
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.575,"2023-09-25 16:49:09.575    3.391321
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.600,"2023-09-25 16:49:09.600    3.401827
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.625,"2023-09-25 16:49:09.625    3.375068
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.650,"2023-09-25 16:49:09.650    3.454115
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.675,"2023-09-25 16:49:09.675    3.443057
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.700,"2023-09-25 16:49:09.700    3.316469
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.725,"2023-09-25 16:49:09.725    3.439338
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.750,"2023-09-25 16:49:09.750    3.482436
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.775,"2023-09-25 16:49:09.775    3.378525
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.800,"2023-09-25 16:49:09.800    3.241899
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.825,"2023-09-25 16:49:09.825    3.17813
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.850,"2023-09-25 16:49:09.850    3.055719
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.875,"2023-09-25 16:49:09.875    2.9354
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.900,"2023-09-25 16:49:09.900    2.860058
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.925,"2023-09-25 16:49:09.925    2.785841
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.950,"2023-09-25 16:49:09.950    2.675259
Freq: 25L, dtype: float64"
2023-09-25 16:49:09.975,"2023-09-25 16:49:09.975    2.540979
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.000,"2023-09-25 16:49:10    2.523036
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.025,"2023-09-25 16:49:10.025    2.561578
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.050,"2023-09-25 16:49:10.050    2.605142
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.075,"2023-09-25 16:49:10.075    2.64042
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.100,"2023-09-25 16:49:10.100    2.69817
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.125,"2023-09-25 16:49:10.125    2.735162
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.150,"2023-09-25 16:49:10.150    2.804579
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.175,"2023-09-25 16:49:10.175    2.807329
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.200,"2023-09-25 16:49:10.200    2.804744
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.225,"2023-09-25 16:49:10.225    2.772421
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.250,"2023-09-25 16:49:10.250    2.841874
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.275,"2023-09-25 16:49:10.275    2.835069
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.300,"2023-09-25 16:49:10.300    2.687946
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.325,"2023-09-25 16:49:10.325    2.700613
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.350,"2023-09-25 16:49:10.350    2.551483
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.375,"2023-09-25 16:49:10.375    2.510231
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.400,"2023-09-25 16:49:10.400    2.446041
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.425,"2023-09-25 16:49:10.425    2.354425
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.450,"2023-09-25 16:49:10.450    2.381871
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.475,"2023-09-25 16:49:10.475    2.281149
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.500,"2023-09-25 16:49:10.500    2.236362
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.525,"2023-09-25 16:49:10.525    2.238744
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.550,"2023-09-25 16:49:10.550    2.212989
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.575,"2023-09-25 16:49:10.575    2.148383
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.600,"2023-09-25 16:49:10.600    2.184376
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.625,"2023-09-25 16:49:10.625    2.194979
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.650,"2023-09-25 16:49:10.650    2.191482
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.675,"2023-09-25 16:49:10.675    2.299144
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.700,"2023-09-25 16:49:10.700    2.395091
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.725,"2023-09-25 16:49:10.725    2.483897
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.750,"2023-09-25 16:49:10.750    2.552056
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.775,"2023-09-25 16:49:10.775    2.681287
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.800,"2023-09-25 16:49:10.800    2.814198
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.825,"2023-09-25 16:49:10.825    2.779504
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.850,"2023-09-25 16:49:10.850    2.817825
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.875,"2023-09-25 16:49:10.875    2.887943
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.900,"2023-09-25 16:49:10.900    2.920017
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.925,"2023-09-25 16:49:10.925    2.987987
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.950,"2023-09-25 16:49:10.950    3.051166
Freq: 25L, dtype: float64"
2023-09-25 16:49:10.975,"2023-09-25 16:49:10.975    3.063937
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.000,"2023-09-25 16:49:11    3.027591
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.025,"2023-09-25 16:49:11.025    3.093386
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.050,"2023-09-25 16:49:11.050    3.102562
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.075,"2023-09-25 16:49:11.075    3.193301
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.100,"2023-09-25 16:49:11.100    3.185753
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.125,"2023-09-25 16:49:11.125    3.160305
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.150,"2023-09-25 16:49:11.150    3.175115
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.175,"2023-09-25 16:49:11.175    3.05248
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.200,"2023-09-25 16:49:11.200    3.017094
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.225,"2023-09-25 16:49:11.225    2.950279
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.250,"2023-09-25 16:49:11.250    2.931409
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.275,"2023-09-25 16:49:11.275    2.884413
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.300,"2023-09-25 16:49:11.300    2.744289
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.325,"2023-09-25 16:49:11.325    2.743978
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.350,"2023-09-25 16:49:11.350    2.802785
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.375,"2023-09-25 16:49:11.375    2.778474
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.400,"2023-09-25 16:49:11.400    2.797011
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.425,"2023-09-25 16:49:11.425    2.71642
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.450,"2023-09-25 16:49:11.450    2.639697
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.475,"2023-09-25 16:49:11.475    2.601647
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.500,"2023-09-25 16:49:11.500    2.527636
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.525,"2023-09-25 16:49:11.525    2.537305
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.550,"2023-09-25 16:49:11.550    2.494602
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.575,"2023-09-25 16:49:11.575    2.452309
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.600,"2023-09-25 16:49:11.600    2.426386
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.625,"2023-09-25 16:49:11.625    2.367888
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.650,"2023-09-25 16:49:11.650    2.342102
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.675,"2023-09-25 16:49:11.675    2.349579
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.700,"2023-09-25 16:49:11.700    2.31143
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.725,"2023-09-25 16:49:11.725    2.299591
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.750,"2023-09-25 16:49:11.750    2.273131
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.775,"2023-09-25 16:49:11.775    2.249141
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.800,"2023-09-25 16:49:11.800    2.270887
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.825,"2023-09-25 16:49:11.825    2.228475
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.850,"2023-09-25 16:49:11.850    2.236308
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.875,"2023-09-25 16:49:11.875    2.224037
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.900,"2023-09-25 16:49:11.900    2.220946
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.925,"2023-09-25 16:49:11.925    2.276952
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.950,"2023-09-25 16:49:11.950    2.290478
Freq: 25L, dtype: float64"
2023-09-25 16:49:11.975,"2023-09-25 16:49:11.975    2.372708
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.000,"2023-09-25 16:49:12    2.408874
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.025,"2023-09-25 16:49:12.025    2.458953
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.050,"2023-09-25 16:49:12.050    2.583112
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.075,"2023-09-25 16:49:12.075    2.655452
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.100,"2023-09-25 16:49:12.100    2.699322
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.125,"2023-09-25 16:49:12.125    2.78694
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.150,"2023-09-25 16:49:12.150    2.926283
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.175,"2023-09-25 16:49:12.175    2.958737
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.200,"2023-09-25 16:49:12.200    3.054497
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.225,"2023-09-25 16:49:12.225    3.04314
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.250,"2023-09-25 16:49:12.250    2.982856
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.275,"2023-09-25 16:49:12.275    3.057839
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.300,"2023-09-25 16:49:12.300    2.946664
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.325,"2023-09-25 16:49:12.325    2.948179
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.350,"2023-09-25 16:49:12.350    2.969607
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.375,"2023-09-25 16:49:12.375    2.911768
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.400,"2023-09-25 16:49:12.400    2.876853
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.425,"2023-09-25 16:49:12.425    2.774925
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.450,"2023-09-25 16:49:12.450    2.752366
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.475,"2023-09-25 16:49:12.475    2.756001
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.500,"2023-09-25 16:49:12.500    2.74757
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.525,"2023-09-25 16:49:12.525    2.771414
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.550,"2023-09-25 16:49:12.550    2.837409
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.575,"2023-09-25 16:49:12.575    2.776863
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.600,"2023-09-25 16:49:12.600    2.715863
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.625,"2023-09-25 16:49:12.625    2.723429
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.650,"2023-09-25 16:49:12.650    2.70608
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.675,"2023-09-25 16:49:12.675    2.78789
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.700,"2023-09-25 16:49:12.700    2.762876
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.725,"2023-09-25 16:49:12.725    2.691113
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.750,"2023-09-25 16:49:12.750    2.647923
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.775,"2023-09-25 16:49:12.775    2.515424
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.800,"2023-09-25 16:49:12.800    2.46038
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.825,"2023-09-25 16:49:12.825    2.424104
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.850,"2023-09-25 16:49:12.850    2.311556
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.875,"2023-09-25 16:49:12.875    2.174613
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.900,"2023-09-25 16:49:12.900    2.069971
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.925,"2023-09-25 16:49:12.925    1.992372
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.950,"2023-09-25 16:49:12.950    1.863029
Freq: 25L, dtype: float64"
2023-09-25 16:49:12.975,"2023-09-25 16:49:12.975    1.765445
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.000,"2023-09-25 16:49:13    1.651048
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.025,"2023-09-25 16:49:13.025    1.583927
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.050,"2023-09-25 16:49:13.050    1.566692
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.075,"2023-09-25 16:49:13.075    1.517945
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.100,"2023-09-25 16:49:13.100    1.562263
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.125,"2023-09-25 16:49:13.125    1.518827
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.150,"2023-09-25 16:49:13.150    1.545389
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.175,"2023-09-25 16:49:13.175    1.634792
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.200,"2023-09-25 16:49:13.200    1.653911
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.225,"2023-09-25 16:49:13.225    1.768915
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.250,"2023-09-25 16:49:13.250    1.8117
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.275,"2023-09-25 16:49:13.275    1.869792
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.300,"2023-09-25 16:49:13.300    1.986974
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.325,"2023-09-25 16:49:13.325    2.075873
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.350,"2023-09-25 16:49:13.350    2.153679
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.375,"2023-09-25 16:49:13.375    2.20224
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.400,"2023-09-25 16:49:13.400    2.226623
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.425,"2023-09-25 16:49:13.425    2.258776
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.450,"2023-09-25 16:49:13.450    2.243544
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.475,"2023-09-25 16:49:13.475    2.242962
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.500,"2023-09-25 16:49:13.500    2.283414
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.525,"2023-09-25 16:49:13.525    2.215196
Freq: 25L, dtype: float64"
2023-09-25 16:49:13.550,"2023-09-25 16:49:13.550    2.161735
Freq: 25L, dtype: float64"
